area_construida,area_util,bairro,cep,condominio,data,descricao,id,municipio,n_quartos,preco,tipo,titulo,url,vagas_garagem 
,56,Cuiá,58075-650,R$ 100,2017-09-08,"Apartamento com 02 quartos, sendo um suíte, banheiros com boxe, sala para dois ambientes, garagem para 01 carro com motor eletrônico.O edifício tem apenas 3 anos de uso, bem localizado em um principal próximo a farmácias, mercados, ônibus, pizzaria, lanchonetes etc.O apartamento é localizado no 3º andar, prédio possui 24 apartamento, sendo 06 por andar. Por estar localizando no 3º ele fica bem reservado e é bem silencioso",387473752,João Pessoa,2,700,Aluguel - apartamento padrão,Apartamento Geisel próximo ao campo dos Santos,http://pb.olx.com.br/paraiba/imoveis/apartamento-geisel-proximo-ao-campo-dos-santos-387473752,1
,55,Alto do Mateus,58090-842,,2017-09-08,"Localizado na RUA JOÃO AMÉRICO DE CARVALHO, 151  ALTO DO MATEUS a 5 minutos do centro próximo a parada de ônibus Apartamento com 2 quartos sendo uma suíte sala para 2 ambientes, cozinha área de serviço varanda e uma vaga de garagem Com uma área de lazer com mais 500 mts composto de :PISCINA ACADEMIA ESPAÇO GOURMET PRAÇA SALÃO DE FESTA PLATAFORMA DE ACESSO À ÁREA DE LAZER DE LAZER PARA PORTADORES DE NECESSIDADES ESPECIAS VENHA CONHECER E MONTAR A SUA FORMA DE PAGAMENTO NÃO DEIXE PASSAR ESSA OPORTUNIDADEENTRE E CONTATO E AGENDE SUA VISITA THIAGO GOMES CRECI -f 6665***ZAP (83) 9 8779-2824***",387340962,João Pessoa,2,600,Aluguel - apartamento padrão,Ap. com área de lazer completa de há 5 minutos do centro 600 com condomínio incluso,http://pb.olx.com.br/paraiba/imoveis/ap-com-area-de-lazer-completa-de-ha-5-minutos-do-centro-600-com-condominio-incluso-387340962,1
,,Indústrias,58083-623,,2017-09-10,"Alugo um ótima casa, com 2 quartos, 1 banheiro, sala, cozinha, terraço e sala de serviço. Com um maravilhoso quintal arborizado",388228349,João Pessoa,2,430,Aluguel - casa em rua pública,Aluga-se,http://pb.olx.com.br/paraiba/imoveis/aluga-se-388228349,1
,,Mangabeira,58058-835,,2017-09-10,"3 quartos sendo 1 suite, cozinha americana, sala de estar, banheiro social, 2 garagens, areá de serviços ( já tem a instalação da maquina de lavar). Próximo a rua do Garrafão e do ginásio Hermes Taurino. ENTRAR EM CONTATO 83 3235 8610 OU 83 988333670",388208238,João Pessoa,3,1050,Aluguel - casa em rua pública,Aluga-se casa em Mangabeira João Pessoa PB,http://pb.olx.com.br/paraiba/imoveis/aluga-se-casa-em-mangabeira-joao-pessoa-pb-388208238,2
,,Mangabeira,58055-410,,2017-09-10,"Linda casa com boa localização em Jacumã.Fins de semana, feriados, e etc.Casa com 2 quartos com suítee mais um banheiro para todos, piscina de plástico, lugar para no máximo 3/4 carros. Terraço grande para ""brincadeiras"" PREÇO NEGOCIÁVEL"" R$-300,00",388219946,João Pessoa,2,300,Aluguel - casa em rua pública,Casa - Jacumã,http://pb.olx.com.br/paraiba/imoveis/casa-jacuma-388219946,4
,55,Paratibe,58062-188,,2017-09-10,aluguel,388232421,João Pessoa,2,500,Aluguel - apartamento padrão,Imóveis,http://pb.olx.com.br/paraiba/imoveis/imoveis-388232421,1
,,Tambaú,58039-010,,2017-09-11,Procuro menina para dividir apartamento. Entrada imediata!!,388445436,João Pessoa,2,0,Aluguel - apartamento padrão,Divido apartamento com menina em Tambaú/Manaíra,http://pb.olx.com.br/paraiba/imoveis/divido-apartamento-com-menina-em-tambau-manaira-388445436,
,45,Tambaú,58039-110,,2017-09-11,"Alugo apartamento de 01 quarto, sala, varanda, cozinha americana com 01 vaga de garagem.Prédio com elevador e guarita 24hValor do aluguel: R$ 1.200,00 ( já incluso o condomínio)Corretora Monica Morais CRECI 8114Tel: (83)9 8770-4633 9 9817-1152",388429572,João Pessoa,1,1200,Aluguel - apartamento padrão,Apartamento em Tambaú próximo do Busto,http://pb.olx.com.br/paraiba/imoveis/apartamento-em-tambau-proximo-do-busto-388429572,1
130,,Indústrias,58083-540,,2017-09-08,"Excelente casa localizada no Loteamento Cidade Jardim, Rua Cidade de Serraria, 3842 quartos grandes c/ suíte, WC social, sala ampla c/ pergolato, cozinha com área de serviço, 1 vaga na garagem p/carro e motoValor do Aluguel: R$ 700,00 (sem pagar água)Whatsapp ou ligação: (83) 986041753",387643832,João Pessoa,2,700,Aluguel - casa em rua pública,Alugo Casa no Bairro das Indústrias,http://pb.olx.com.br/paraiba/imoveis/alugo-casa-no-bairro-das-industrias-387643832,1
,112,Jardim Oceania,58037-415,,2017-09-11,"3 suites, DCE, varanda, sala para 2 ambientes, wc social, cozinha area e serviço, 2 vagas de garagem. Empreendimento possui 2 elevadores (social e de serviço), recepção e guarita de segurança, gerador, central de interfones, central de gás, WC com acessibilidade, piscina, sauna, salão de festas.Nascente Sul",388460145,João Pessoa,3,2300,Aluguel - apartamento padrão,Excelente Apartamento 3 suítes + DCE - 2 vagas - Jardim Oceania,http://pb.olx.com.br/paraiba/imoveis/excelente-apartamento-3-suites-dce-2-vagas-jardim-oceania-388460145,2
,58,Jardim Cidade Universitária,58052-270,,2017-09-11,"apartamento no 2 andar, com 2 quartos sendo 1 suite, sala para 2 ambientes, varanda, cozinha, área de serviço, wc social, 01 vaga de garagem.Helaine Almeida98787-7169Creci 4079",388479329,João Pessoa,2,850,Aluguel - apartamento padrão,Apartamento no Jardim Universitário,http://pb.olx.com.br/paraiba/imoveis/apartamento-no-jardim-universitario-388479329,1
,95,Aeroclube,58036-600,,2017-09-11,"Excelente apartamento no Bessa - Aeroclube - com 95 m² de área privativa3 quartos s/ 1 suíteVaranda2 Salas amplas (Jantar e Estar-TV)Cozinha espaçosaárea de serviçoWc socialÁrea técnicaPré-instalação splitgás encanadoacabamento bom!ALUGUEL: R$ 1.500,00 com condomínio incluso!Agende uma visita!!Preço de ocasião",388452506,João Pessoa,3,1500,Aluguel - apartamento padrão,Apartamento 3 quartos s/ 1 suíte - 02 vagas - Bessa/Aeroclube,http://pb.olx.com.br/paraiba/imoveis/apartamento-3-quartos-s-1-suite-02-vagas-bessa-aeroclube-388452506,2
,76,Manaíra,58038-520,,2017-09-11,"apartamento no 11º andar, com 3 quartos sendo 1 suite, sala para 2 ambientes, varanda, cozinha, área de serviço, wc social, Nascente Sul, 02 vaga de garagem.Prédio com área de lazer completa, elevador.Helaine Almeida98787-7169Creci 4079",388485068,João Pessoa,3,1550,Aluguel - apartamento padrão,Apartamento em manaira,http://pb.olx.com.br/paraiba/imoveis/apartamento-em-manaira-388485068,2
,12,Jaguaribe,58015-210,R$ 1,2017-09-11,apt com 1 quarto fone:988373159fone:986636406Jaguaribe próximo ao cachorro quente do zé,388415864,João Pessoa,1,500,Aluguel - apartamento kitchenette,Apt,http://pb.olx.com.br/paraiba/imoveis/apt-388415864,1
,150,Jardim Oceania,58037-030,,2017-09-11,"ótima localizaçãoe , em frente ao Análises Laboratório, 3º andar, sala em L com varanda, wcs, 4 quartos sendo 2 suítes com varanda, armários, cozinha com armários, área de serv., DCE. Prédio completo.Ed. Itacaiunas. Creci: 2100-FValor já incluso condomínio",388490131,João Pessoa,4,2350,Aluguel - apartamento padrão,Apt de 4 quartos na Principal do Bessa,http://pb.olx.com.br/paraiba/imoveis/apt-de-4-quartos-na-principal-do-bessa-388490131,2
,50,Cuiá,58077-274,R$ 150,2017-09-11,alugo apartamento em João Pessoa.RUA : Adalgisa Carneiro Cavalcanti - S/N Bairro: Cuia João Pessoa - PBcontatos: (11) 98794-6208. (83) 98694-1302,388542573,João Pessoa,2,650,Aluguel - apartamento padrão,Condomínio Residêncial Parque Jardim Bougainville,http://pb.olx.com.br/paraiba/imoveis/condominio-residencial-parque-jardim-bougainville-388542573,1
,,Mangabeira,58058-800,,2017-09-11,"Casa para locação em Mangabeira com 3 quartos sendo 1 suite, cozinha americana, sala de estar, banheiro social, 2 garagens, areá de serviços ( já tem a instalação da maquina de lavar). Próximo a rua do Garrafão e do ginásio Hermes Taurino. Locação R$ 1.050,00Para mais informações: (83) 3243-7830 / 9 8680-0190.",388501485,João Pessoa,3,1050,Aluguel - casa em rua pública,Casa em Mangabeira,http://pb.olx.com.br/paraiba/imoveis/casa-em-mangabeira-388501485,2
,,Portal do Sol,58046-735,,2017-09-11,Flat 2 ambientes Com alguns móveis NovosPerto mangabeira shopping Praia cabo branco Ponta do Seixas Centro convenção Quadramares,388545984,João Pessoa,,450,,Flat quarto,http://pb.olx.com.br/paraiba/imoveis/flat-quarto-388545984,
78,,Oitizeiro,58087-000,R$ 0,2017-09-11,"casa solta, muro e portão alto, toda gradeada, primeiro andar,terraço peq. , sala para 2 ambientes,banheiro,cozinha, área de serviço, quintal peq. Em cima 2 quartos, sendo 1 suíte e tem mais um banheiro social.",388636792,João Pessoa,2,500,Aluguel - casa em rua pública,Casa no Novo Geisel,http://pb.olx.com.br/paraiba/imoveis/casa-no-novo-geisel-388636792,1
,85,Cabo Branco,58045-040,,2017-09-11,"apartamento com 03 quartos, sendo 1 suíte, sala para 2 ambientes, cozinha e área de serviço, wc social, e banheiro de serciço. 01 vaga de garagem.Prédio com área de lazer completa com piscina, salão de festa, espaço gourmet, academia, home cinema,spa..prédio com elevadorincluso condomínioHelaine Almeida (83) 98787-7169creci 4079",388471761,João Pessoa,3,2550,Aluguel - apartamento padrão,Apartamento no cabo branco,http://pb.olx.com.br/paraiba/imoveis/apartamento-no-cabo-branco-388471761,
,,Alto do Mateus,58100-645,,2017-09-08,Alugo casa no Esplanada no primeiro andar,387615939,João Pessoa,3,650,Aluguel - casa em rua pública,Alugo casa no Esplanada,http://pb.olx.com.br/paraiba/imoveis/alugo-casa-no-esplanada-387615939,
,68,Manaíra,58038-000,R$ 95,2017-09-11,"apartamento de 2quartos, sendo uma suíte, uma vaga de garagem, perto da academia UP Bessa",388653180,João Pessoa,2,1450,Aluguel - apartamento padrão,Locação de apartamento mobiliado no Bessa para temporada,http://pb.olx.com.br/paraiba/imoveis/locacao-de-apartamento-mobiliado-no-bessa-para-temporada-388653180,1
,56,Tambaú,58039-050,,2017-09-11,"LOCAÇÃO HOLANDA´S PRIMEUnidades para locação no Holanda´s Prime, apenas 02 unidades com móveis projetados e equipados.02 quartos sendo 01 suíte, sala, cozinha e varanda.Não perca essa oportunidade!Maiores informações: (83) 99955-0085 (Wathsapp)",332069290,João Pessoa,2,2700,Aluguel - apartamento padrão,Locação Tambaú,http://pb.olx.com.br/paraiba/imoveis/locacao-tambau-332069290,1
,78,Jardim São Paulo,58051-130,R$ 135,2017-09-11,"Apto em excelente localização.Vaga de garagem coberta, perto de tudo.Apto ventilado, espaçoso e todo pintado.Apartamento de 3 quartos sendo 01 suíte, sala ampla, cozinha com área de serviço, Falar com Thatyanna C. 4471 F99889-5848 Tim / 98680-6252 Oi Zap",388691580,João Pessoa,3,1100,Aluguel - apartamento padrão,Apartamento 3 quartos nos Bancários perto do Shopping Sul,http://pb.olx.com.br/paraiba/imoveis/apartamento-3-quartos-nos-bancarios-perto-do-shopping-sul-388691580,1
,,Jardim Cidade Universitária,58052-561,R$ 0,2017-09-11,"Apartamento Para Alugar no Bairro Jardim Cidade Universitária, ele possui 2 quartos, 1 varanda, 1 sala em formato L, 1 area de serviço, 1 banheiro e uma garagem. Localizado ao Lado da Ceap",388727389,João Pessoa,2,550,Aluguel - apartamento padrão,Apartamento Para Alugar,http://pb.olx.com.br/paraiba/imoveis/apartamento-para-alugar-388727389,1
,,Bessa,58035-260,,2017-09-11,"Alugo apartamento,bem conservado Em condomínio pequeno, perto da integração.",388741563,João Pessoa,3,1200,Aluguel - apartamento padrão,Apartamento bessa,http://pb.olx.com.br/paraiba/imoveis/apartamento-bessa-388741563,1
,,Muçumagro,58066-217,R$ 0,2017-09-11,"Casa pela caixa. Ótimo espaço, 2 Quartos sendo 1 suite, banheiro Social, Cozinha, Sala de Estar, Varanda e área de serviço, Garagem. Rua Calçada.Boa localização e Principalmente Lugar Tranquilo e muito ventilado.Telefone: 988754045 OI996422428 WhatsFalar Com Alinne.",388785382,João Pessoa,2,450,Aluguel - casa em rua pública,Casa Perto a Chácara NBS e por trás do Ponto Final do Muçumagno,http://pb.olx.com.br/paraiba/imoveis/casa-perto-a-chacara-nbs-e-por-tras-do-ponto-final-do-mucumagno-388785382,1
,100,Estados,58030-110,R$ 550,2017-09-11,"Apartamento com 100m2, contendo 3 quartos s/ 1 suíte + DCE, sala para 2 ambientes com varanda, cozinha e área serviço, Edf. com 2 elevadores, salão de festas, garagem coberta. Próximo a Vila olímpica (DEDE).Av. Espírito Santo, 910R$ 1.300,00 com o condomínio já incluso",388651061,João Pessoa,3,1300,Aluguel - apartamento padrão,Apartamento no Bairro dos Estados,http://pb.olx.com.br/paraiba/imoveis/apartamento-no-bairro-dos-estados-388651061,1
,55,Cristo Redentor,58071-000,,2017-09-11,"Apartamento com 2 quarto suíte, WC, varanda, elevador e vídeo portaria.",388794085,João Pessoa,2,850,Aluguel - apartamento padrão,Apartamento no cristo,http://pb.olx.com.br/paraiba/imoveis/apartamento-no-cristo-388794085,1
,,Grotão,58079-840,,2017-09-09,casa com três quartos sala cozinha terraço toda murada,387887832,João Pessoa,3,600,Aluguel - casa em rua pública,Casa,http://pb.olx.com.br/paraiba/imoveis/casa-387887832,1
,56,Cidade Dos Colibris,58073-189,R$ 0,2017-09-11,"Apartamento novo, com 2 quartos sendo 1 suíte; garagem coberta; terceiro andar; Condomínio incluso no Aluguel; Banheiros com box; Por trás do bem mais do José Américo; Para quem procura segurança, conforto e praticidade. a 2km do Shopping Mangabeira; a 1km da AEC.",388804011,João Pessoa,2,500,Aluguel - apartamento padrão,Apartamento no Bairro Cidade dos Colibris,http://pb.olx.com.br/paraiba/imoveis/apartamento-no-bairro-cidade-dos-colibris-388804011,1
,86,Bessa,58035-000,,2017-09-11,"Apt. Todo ambientado em Excelente localização próximo a praia a praça, ao retao e comércios,1.650,00 já com o condomínio 3 quartos com armários sendo uma suíte Mais suíte de empregada Sala com varanda Wc. S com blindex Copa cozinha com armários 2 elevadores Mezanino Salão festas QuadraPiscina Espaço gourmet Tr. 83/ 98816-3022Creci 4031",388817216,João Pessoa,4,1650,Aluguel - apartamento padrão,"Apt. Bessa prox. A praia , a praça , ao retão 1.650 com cond. 3 qts",http://pb.olx.com.br/paraiba/imoveis/apt-bessa-prox-a-praia-a-praca-ao-retao-1-650-com-cond-3-qts-388817216,1
,,Aeroclube,58036-460,,2017-09-11,"Procuro rapazes ou moças p dividir aluguel em um apartamento no Bessa,próximo ao Carrefour,perto de farmácias,academias ,supermercados.tenho dois quartos disponíveis entrada imediata,400 reais inclui agua,energia,internet e condominio.interessados falar comigo no zap 83 -994107628,falar com Keila",388830780,João Pessoa,,380,,Quartos,http://pb.olx.com.br/paraiba/imoveis/quartos-388830780,
,,Cuiá,58077-105,,2017-09-11,"Alugo casa em Jacumã com primeiro andar e pavimento superior usado para lazer para feriados, finais de semana e veraneios. Se encontra com Móveis, Eletrodomésticos, Wifi, 4 quartos, banheiros, salas, varandas, área para lazer, 6 vagas de garagem, comodidade para até 16 pessoas com conforto. Pertinho da praia.",388831943,João Pessoa,4,250,Aluguel - casa em rua pública,Casa em Jacumã,http://pb.olx.com.br/paraiba/imoveis/casa-em-jacuma-388831943,6
220,,Manaíra,58038-230,,2017-09-11,"Excelente casa para comércio em Manaíra: Com aproximadamente 200 m2 de área construída, apenas à 80 metros da praia e 15 metros da Av. Edson Ramallho. Contendo sala para 3 ambientes, 4 quartos, 2 wc, e DCE completo na área externa da casa.",388835031,João Pessoa,4,6500,Aluguel - casa em rua pública,Casa para comércio em Manaíra,http://pb.olx.com.br/paraiba/imoveis/casa-para-comercio-em-manaira-388835031,2
,,Gramame,58067-244,,2017-09-10,"no 1° andar, 2 quartos sendo um suíte, garagem, cozinha americana por 350cel: 986586058",388168494,João Pessoa,2,350,Aluguel - apartamento padrão,"Alugo apartamento por trás da rua do jarro, perto do parque cowboy 350",http://pb.olx.com.br/paraiba/imoveis/alugo-apartamento-por-tras-da-rua-do-jarro-perto-do-parque-cowboy-350-388168494,1
,,Oitizeiro,58088-120,R$ 400,2017-09-11,Um terreno com 3 casas pra aluguel. .com garagem. Casas novas .,388800902,João Pessoa,2,400,Aluguel - casa em vila,Casa,http://pb.olx.com.br/paraiba/imoveis/casa-388800902,2
,,Jaguaribe,58015-810,R$ 120,2017-09-12,"próximo ao Unipê, apt com sala para dois ambientes, 2qts, WC, área de serviço, cozinha, varanda, 1 vaga de garagem coberta. Excelente localidade. Próximo Unipê, Carreful, pizzarias, supermercados, padaria. Valor R $620,00 c/ condomínio incluso. Água tbm inclusa",388861600,João Pessoa,2,620,Aluguel - apartamento padrão,Alugo Apto,http://pb.olx.com.br/paraiba/imoveis/alugo-apto-388861600,1
,60,Jardim Oceania,58037-555,,2017-09-11,"Apartamento para Temporada: 2.500,00 com condomínio / anual: 1.000,00 com condomínio incluso 2 quartos sendo 1 suíte c armários, sala p 2 ambientes, cozinha com armários. Apartamento Mobiliado Próximo ao Park Paraíba.",388649324,João Pessoa,2,2500,Aluguel - apartamento padrão,"Temporada: Próximo a Ansef, Academia Up e ao mar",http://pb.olx.com.br/paraiba/imoveis/temporada-proximo-a-ansef-academia-up-e-ao-mar-388649324,1
,53,Gramame,58067-207,R$ 0,2017-09-11,"Aluga-se APT Parque do Sol,R$ 350,00(condôminio incluso): FALAR COM SANDRO 083-9 8758-0931.Sala para 2 ambientes;02 quartos;02 banheiros (sendo 1 suite e 1 social);Cozinha;Garagem;Ônibus passa na porta do Prédio. Excelente oportunidade.",388827575,João Pessoa,2,350,Aluguel - apartamento padrão,"Aluga-se APT/Pq do Sol/R350,00/Falar com Sandro 083-9 8758-0931",http://pb.olx.com.br/paraiba/imoveis/aluga-se-apt-pq-do-sol-r350-00-falar-com-sandro-083-9-8758-0931-388827575,1
,86,Água Fria,58053-019,,2017-09-12,"apartamento com 3 quartos sendo 1 suíte, sala ampla em L, cozinha com área de serviço, wc social e 1 vaga de garagem.",337974499,João Pessoa,3,700,Aluguel - apartamento padrão,Res. Agata apartamento Térreo com 3 quartos,http://pb.olx.com.br/paraiba/imoveis/res-agata-apartamento-terreo-com-3-quartos-337974499,1
40,,Mangabeira,58057-146,R$ 0,2017-09-12,"Casa de esquina com sala de estar, sala de jantar, wc, 01 quarto, Cozinha, área de serviço e quintal .Próximo ao Bem mais, e churrascaria cupim",388891210,João Pessoa,1,380,Aluguel - casa em rua pública,Casa em mangabeira 2 de 01 quarto,http://pb.olx.com.br/paraiba/imoveis/casa-em-mangabeira-2-de-01-quarto-388891210,
,74,Cidade Dos Colibris,58073-187,R$ 0,2017-09-12,"3 qts s/ 1 suite sala p 2 ambientes cozinha/área de serviço e varanda prédio com total segurança Valor do aluguel Cr$850,00 incluso Iptu e Taxa de condomínio. Contato Telma zapp 83 98808-6683 Oi/ 83 99852-7361 Tim",389234995,João Pessoa,3,850,Aluguel - apartamento padrão,Apto p alugar no Cidade dos Colibris próximo ao bem mais,http://pb.olx.com.br/paraiba/imoveis/apto-p-alugar-no-cidade-dos-colibris-proximo-ao-bem-mais-389234995,1
,,Mangabeira,58058-150,R$ 0,2017-09-12,"Apartamento com sala, varanda com blindex 2 quartos, sala, cozinha área de serviço com tanquinho, 1 vaga para carro. próximo a principal por dentro e da parada de ônibus",389260975,João Pessoa,2,0,Aluguel - apartamento padrão,Apto,http://pb.olx.com.br/paraiba/imoveis/apto-389260975,1
,,Valentina De Figueiredo,58064-737,,2017-09-12,"Alugo apartamento no Valentina- Residencial Villagio, não mobilhado, com 2 quartos, varanda, cozinha individual, 1 vaga de garagem, com porteiros e zelador, condomínio incluso.whatsapp 9-9619-6502 9-8815-9207",389268628,João Pessoa,2,495,Aluguel - apartamento padrão,Alugo apartamento no Valentina,http://pb.olx.com.br/paraiba/imoveis/alugo-apartamento-no-valentina-389268628,1
,49,Mangabeira,58056-230,,2017-09-12,"alugo apartamento em água fria José Américo , com 2 quartos, sala, banheiro e cozinha. Água já incluso no valor do aluguel. próximo da granja dos promotores",389292215,João Pessoa,2,600,Aluguel - apartamento padrão,Aluguel apartamento,http://pb.olx.com.br/paraiba/imoveis/aluguel-apartamento-389292215,1
,222,Miramar,58032-150,R$ 1000,2017-09-12,Ótima cobertura com 4 quartos sendo 1 suíte e 1 suíte master com closet e jacuzzi; DCE; área externa; sala íntima; área de lazer com piscina e quadra; salão de festas; duas vagas de garagem cobertas e soltas.Whatsapp para mais detalhes 839 99098759Também disponível para compra ou permuta. Valor de 750mil,389306448,João Pessoa,4,2900,Aluguel - apartamento duplex/triplex,Alugo ou vendo Cobertura Duplex em Miramar,http://pb.olx.com.br/paraiba/imoveis/alugo-ou-vendo-cobertura-duplex-em-miramar-389306448,2
,,Jardim Veneza,58084-430,,2017-09-12,2 quartos3 banheiros 2 suítes sala solta garagem e quintal,389225976,João Pessoa,2,450,Aluguel - casa em rua pública,Alugo casa no viera Diniz,http://pb.olx.com.br/paraiba/imoveis/alugo-casa-no-viera-diniz-389225976,1
,,Cabo Branco,58045-010,,2017-09-13,"Apto beira mar do cabo branco , posição sul , totalmente mobiliado, vaga de garagem privativa , prédio com porteiro vinte e quatro horas , sauna , piscina , contém um quarto, sala , cozinha e área de serviço ! Preço contrato anual ou mensal RS 1.900,00, por temporada mínimo de três diárias valor de 140,00 por cada dia e o consumo de energia",389365424,João Pessoa,1,0,Aluguel - loft/studio,Apartamento Beira Mar para alugar,http://pb.olx.com.br/paraiba/imoveis/apartamento-beira-mar-para-alugar-389365424,1
,43,Tambaú,58039-120,R$ 0,2017-09-13,"Apto. de um quarto mobiliado, entre a Av, Olinda e Av. Nego em Tambaú, no 1º andar. Não tem condomínio ,apenas uma taxa de luz externa de R$5,00 mensal. Sala e cozinha americana.",389399398,João Pessoa,1,1000,Aluguel - apartamento padrão,Apartamento de um quarto mobiliado em Tambaú,http://pb.olx.com.br/paraiba/imoveis/apartamento-de-um-quarto-mobiliado-em-tambau-389399398,1
62,,Valentina De Figueiredo,58063-110,R$ 0,2017-09-13,"Alugo casa em nova mangabeira com 2 quartos 1 suite, 1 WC social , cozinha americana, sala, área de serviço, terraço, garagem coberta, toda na Lage, gesso, gradeada e na cerâmica, há 30 metros da principal, perto de parada de ónibus e alternativo, farmácia, supermercado e padaria .casa em condomínio fechado mas não é conjugada. zap ou fone 988092665 para maiores informações.",389408396,João Pessoa,2,500,Aluguel - casa em rua pública,Casa em nova mangabeira,http://pb.olx.com.br/paraiba/imoveis/casa-em-nova-mangabeira-389408396,1
,54,Jardim Cidade Universitária,58051-830,,2017-09-13,"730,00 COM CONDOMINIO - 1º PAGAMENTO 30 DIAS APÓS ASSINATURA DO.CONTRATO02 quartos, térreo, wc social com blindex, sala ampla, cozinha, area de serviço, garagem, gradeado,onibus próximo.LIGAR P/ RUDT - FONE 83 99967-8506 - HOR COML",389417489,João Pessoa,2,730,Aluguel - apartamento padrão,Apartamento com 2 dormitórios - Bancários,http://pb.olx.com.br/paraiba/imoveis/apartamento-com-2-dormitorios-bancarios-389417489,1
,58,Gramame,58067-300,R$ 0,2017-09-13,alugo apartamento na rua principal do parque do sol no residencial oásis térreo com 2 quartos sendo uma suíte banheiro social cozinha americana varanda sala para dois ambientes uma vaga de garagem descoberta.apartamento todo reformado lado da sombra.disponível a partir de outubro condomínio incluso IPTU e TCR a combinar na assinatura do contrato. ônibus na porta farmácia padaria mercadinho e breve psf e escola municipal. telefone residencial (83) 3212-1679 tete,389434753,João Pessoa,2,480,Aluguel - apartamento padrão,Apartamento na principal do parque do sol.térreo reformado,http://pb.olx.com.br/paraiba/imoveis/apartamento-na-principal-do-parque-do-sol-terreo-reformado-389434753,1
,,Mangabeira,58055-490,,2017-09-11,"alugo uma casa no condomínio fechado, no bairro do colibris, por trás do bem mais supermercado do jose Américo, com boa localização e próximo a UNIPE.possui sala, terraço, cozinha, banheiro, dois quartos e área de serviço, valor do condomínio ja incluso no aluguel. telefone para contato: 83 988038793",388570996,João Pessoa,2,480,Aluguel - casa em condominio fechado,Aluguel de imóvel,http://pb.olx.com.br/paraiba/imoveis/aluguel-de-imovel-388570996,
,,Manaíra,58038-520,,2017-09-13,"Alugo uma suíte com entrada independente, próximo a supermercados, farmácias,escolas, shopping,praia e padarias.Localizado em Manaíra. Telefone: 98668-1570 (Falar com Ananias)",389474591,João Pessoa,,450,,Aluguel de quarto,http://pb.olx.com.br/paraiba/imoveis/aluguel-de-quarto-389474591,
,,Tambiá,58020-780,,2017-09-13,"Alugo Kitnet no centro, próximo a praça da independência, Hospital Santa Isabel, Restaurante Classic. Ótimo ambiente de morar, próximo a tudo, muio bem localizado e arborizado.",389477269,João Pessoa,,499,,Kitnet no centro da cidade de João pessoa,http://pb.olx.com.br/paraiba/imoveis/kitnet-no-centro-da-cidade-de-joao-pessoa-389477269,
,40,Jardim Cidade Universitária,58052-230,,2017-09-11,"Apartamento tipo Kitnet com Suíte e área de serviço nos bancários novo, na rua da Drogasil número 1308. condomínio incluso no valor!",364965657,João Pessoa,1,620,Aluguel - apartamento kitchenette,Apartamento nos Bancários,http://pb.olx.com.br/paraiba/imoveis/apartamento-nos-bancarios-364965657,1
,,Gramame,58068-200,,2017-09-13,"Apartamento novo para alugar no Novo Geisel, Condomínio Morumbi Privê.Características:Térreo2 quartosSalaCozinhaBanheiro1 Vaga de GaragemSegurança e Portaria 24hParada de ônibus na porta Aluguel R$ 500,00 com condomínio incluso.Contato: 83 9 88376217 (whatsapp) - Falar com Taciane",389485146,João Pessoa,2,500,Aluguel - apartamento padrão,"Apartamento 2 quartos, Novo Geisel. Condominio fechado",http://pb.olx.com.br/paraiba/imoveis/apartamento-2-quartos-novo-geisel-condominio-fechado-389485146,1
,50,Jaguaribe,58015-531,R$ 81,2017-09-13,"2 quartos,- sala 2 ambientes -área de serviço-cozinha,-banheiro social-condomínio fechado-não paga água!-ideal para casal com uma criança no máximo-chama no zap 988251614-contrato de no mínimo 1 ano.localização no condomínio Morumbi PRIVÊônibus na porta, porteiro 24 horas,",389541084,João Pessoa,2,560,Aluguel - apartamento padrão,Aluga-se apartamento no Geisel,http://pb.olx.com.br/paraiba/imoveis/aluga-se-apartamento-no-geisel-389541084,1
,,Ernani Sátiro,58080-000,,2017-09-13,"dois quartos sendo um suíte, com quintal e gradeada garagem e próximo ao condomínio Morumbi no Valentina de Figueiredo.",389552488,João Pessoa,2,0,Aluguel - casa em rua pública,"Casa pra alugar R$: 480,00",http://pb.olx.com.br/paraiba/imoveis/casa-pra-alugar-r-480-00-389552488,
,,Tambaú,58039-151,,2017-09-13,"O Pensionato estudantil para rapazes, está situado no conceituado bairro dos Bancários muito próximo das principais universidades (UFPB, UNIPÊ E UEPB), shoppings, praças, terminal de ônibus e comércio local. Além da estrutura e conforto dos quartos duplos bem arejados, o pensionato também possui os ambientes comuns com: Wi fi; Tv a Cabo; Sala principal; Sala de estudo; Cozinha coletiva com todos os utensílios; Área de serviço com maquina de lavar; Água, Luz, Gás, Internet, Tv a cabo, já incluso no valor. 400 reais por pessoa, quarto duplo para duas pessoas. Já incluso no valor: Internet, Tv a cabo, água, luz, gás.Telefones: Oi: (83) 9863-01822 (WhatsApp)Fixo: (83) 3024-2658Fixo: (83) 4141-0444Tim: (83) 9990-39678",389582377,João Pessoa,,400,,Quarto para Estudantes Rapazes Próximo a UFPB  UNIPÊ - UEPB,http://pb.olx.com.br/paraiba/imoveis/quarto-para-estudantes-rapazes-proximo-a-ufpb-150-unipe-uepb-389582377,
